text,label
"Termination by the Company The Company reserves the right to terminate this agreement with immediate effect, without prior notice, in the event of: (a) gross misconduct, dishonesty, or unethical behaviour",High
(b) material breach of any term or condition of this agreement,Low
Termination by the Intern You may terminate this internship by submitting a written resignation to your reporting manager with a minimum notice period of seven (7) calendar days,High
Mutual Notice Period Except in cases of termination for cause as described in,High
"above, either party shall provide a minimum written notice of seven (7) calendar days prior to the effective date of termination",High
"Return of Company Property Upon termination or expiry of this agreement, you shall immediately return all Company property in your possession, including but not limited to documents, credentials, access tokens, digital assets, equipment, and any materials containing Confidential Information",Low
"Acknowledgment and Acceptance By affixing your signature below, you hereby confirm that you have read this agreement in its entirety, that you fully understand its contents and implications, and that you voluntarily and unconditionally accept all terms, conditions, obligations, and policies set forth herein",Low
Your signature constitutes a binding acknowledgment of your acceptance of the internship offer and your commitment to comply with the provisions of this agreement,Low
"03 April, 2026 Eeshwar Elango eeshwarelango@gmail.com Dear Eeshwar, Following a thorough evaluation of your application and your performance in the screening assessment, we are pleased to confirm that you have been selected for the position of Frontend Developer Intern at Zorvyn FinTech Pvt. Ltd. (hereinafter referred to as ""the Company""). This letter sets forth the complete terms and conditions governing your internship engagement, including your role, reporting structure, compensation, obligations, and the policies applicable to your tenure. Please read this document in its entirety. By signing and returning this letter, you indicate your unconditional acceptance of all terms stated herein. Employment Agreement: Terms and Conditions You are hereby offered the position of Frontend Developer Intern on an internship basis under a fully remote work arrangement. You will not be required to report to a physical office at any point during this engagement. You shall report to Vijay Adsul, who will serve as your designated reporting manager. Vijay Adsul will be responsible for assigning tasks, providing guidance, evaluating your deliverables, and ensuring adherence to the terms of this agreement throughout the internship period. Your internship shall commence on 13th April 2026 and shall continue for a period of 6 Months, concluding on 12th October 2026, unless terminated earlier in accordance with the provisions set forth in this agreement. Upon successful completion of your internship, and subject to satisfactory performance evaluations, you may be considered for a Pre Placement Offer (PPO) for a full time position within the Company. The compensation for such a full time role may be up to INR 11 LPA. Any such offer shall be made at the sole and absolute discretion of the Company, based on its internal evaluation criteria, business requirements, and organisational needs at the time of assessment. Important Notice: Zorvyn FinTech Pvt. Ltd. does not charge any fees in connection with internships, employment, or onboarding. This includes, without limitation, application fees, processing fees, joining fees, training fees, or charges for welcome kits. If any individual or entity requests payment on behalf of the Company, you are advised to disregard such communication and report it immediately to hr@zorvyn.io. Stipend and Payment Terms In consideration of your services as Frontend Developer Intern, you shall receive a monthly stipend of INR 35,000. The stipend shall be disbursed on or before the 13th of each calendar month via your preferred mode of payment. Following your acceptance of this offer, the Human Resources department will contact you to collect the banking or payment details necessary for processing your compensation. You are solely responsible for ensuring that the payment information provided is accurate and complete. The Company shall not be held liable for any delays or errors in payment arising from incorrect details furnished by you. Any expenses incurred by you in direct relation to authorised project work, including expenditure on software licences, hardware or equipment, shall be eligible for reimbursement, provided such expenses have received prior approval from the reporting manager. T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 Confidentiality and Non Disclosure Obligations By accepting this offer, you acknowledge and agree to be bound by the following confidentiality and non disclosure obligations for the entire duration of your engagement and thereafter: 1. Definition of Confidential Information ""Confidential Information"" shall mean all information, in any form (written, electronic, verbal, or otherwise), that is proprietary to the Company and not available in the public domain. This includes, without limitation, trade secrets, source code, algorithms, technical documentation, product designs, business strategies, financial records, client and customer data, vendor agreements, internal communications, employee information, and any other information disclosed to you or accessed by you during the course of your internship.",Low
"2. Obligation of Confidentiality You shall maintain the strictest confidence with respect to all Confidential Information. You shall not, directly or indirectly, disclose, publish, communicate, or make available any Confidential Information to any third party without the prior written authorisation of the Company. You shall use Confidential Information exclusively for the purpose of performing your assigned duties under this agreement. You shall take all reasonable precautions to prevent the unauthorised disclosure, reproduction, or misuse of Confidential Information.",Low
"3. Exceptions The obligations set forth above shall not apply to information that: (a) is or becomes part of the public domain through no act or omission on your part; (b) was demonstrably in your lawful possession prior to its disclosure by the Company, as evidenced by contemporaneous written records; or (c) is required to be disclosed pursuant to a valid order of a court or governmental authority, provided that you furnish prompt written notice to the Company prior to such disclosure, to the extent legally permissible, to enable the Company to seek appropriate protective measures.",Low
"4. Return and Destruction of Materials Upon the conclusion or termination of your internship, howsoever arising, you shall immediately return to the Company all documents, files, records, media, and materials (in both physical and electronic form) containing or relating to Confidential Information. Where return is not feasible, you shall permanently destroy such materials and provide written confirmation of destruction to the Company upon request.",Low
"5. Survival of Obligations Your confidentiality and non disclosure obligations under this agreement shall survive the termination or expiry of your internship and shall remain in full force and effect indefinitely, unless expressly released in writing by an authorised representative of the Company.",Low
"6. Consequences of Breach Any breach of these confidentiality obligations may result in the immediate termination of your internship and may expose you to legal proceedings, including claims for damages, injunctive relief, and any other remedies available under applicable law. Code of Conduct and Workplace Ethics Throughout the duration of your internship, you are required to observe and comply with the following standards of professional conduct and workplace ethics:",Low
"5. Conflict of Interest You are obligated to promptly disclose any personal, financial, or professional interest that may conflict, or appear to conflict, with your duties and responsibilities at the Company. You shall not engage in any external activity, employment, or business relationship that may compromise your objectivity, performance, or loyalty to the Company during the term of this agreement.",Low
"7. Disciplinary Measures Non compliance with this Code of Conduct may result in disciplinary action proportionate to the nature and severity of the violation. Such action may include, but is not limited to, formal written warnings, temporary suspension of duties, or immediate termination of the internship. Leave Policy and Work Schedule",Low
"3. Unauthorised Absence Any absence without prior approval or timely notification shall be treated as unauthorised. Repeated or prolonged unauthorised absences may adversely affect your performance evaluation and may constitute grounds for disciplinary action, up to and including termination of the internship. Performance and Evaluation Your performance shall be evaluated on an ongoing basis throughout the internship period. Evaluation criteria include, but are not limited to, the quality and timeliness of your deliverables, your ability to meet assigned objectives, your responsiveness to feedback, and your overall contribution to the projects and teams you are assigned to. Upon the successful completion of your internship tenure, the following outcomes shall apply: (a) You shall receive a formal Letter of Completion and Experience certifying the duration and nature of your internship, irrespective of your performance rating. (b) Based on a favourable performance assessment, you may be issued a Letter of Recommendation at the discretion of your reporting manager and the Human Resources department. (c) In cases of exceptional performance, a Pre Placement Offer (PPO) for a full time role may be extended, subject to the Company's evaluation criteria, headcount availability, and business requirements at the time of assessment. T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 T E C P J H 8 0 Termination of Internship This internship agreement may be terminated by either party in accordance with the following provisions:",Low
